Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5,MA10,RSI,MACD,MACD_Signal,BOLL_MA,BOLL_Upper,BOLL_Lower,ROC,MTM1,MTM3
2015-03-19,2098.68994140625,2098.68994140625,2085.56005859375,2089.27001953125,3305220000,0.0,0.0,2079.527978515625,2069.8679809570312,35.85163876475619,-9.667469367704143,-11.139720381092031,,,,-0.5601996778939022,-10.22998046875,8.080078125
2015-03-20,2090.320068359375,2113.919921875,2090.320068359375,2108.10009765625,5554120000,0.0,0.0,2090.468017578125,2073.5519897460936,41.95594573714259,-6.871774278484736,-10.286131160570573,,,,1.7786317370552363,18.830078125,33.820068359375
2015-03-23,2107.989990234375,2114.860107421875,2104.419921875,2104.419921875,3267960000,0.0,0.0,2095.114013671875,2076.050988769531,41.132124347829134,-4.896679336107809,-9.20824079567802,,,,1.2017712092207145,-3.68017578125,4.919921875
2015-03-24,2103.93994140625,2107.6298828125,2091.5,2091.5,3189820000,0.0,0.0,2098.5580078125,2080.7849853515627,38.289647569116774,-4.324086703634748,-8.231409977269365,,,,2.3158639748726895,-12.919921875,2.22998046875
2015-03-25,2093.10009765625,2097.429931640625,2061.050048828125,2061.050048828125,3521140000,0.0,0.0,2090.868017578125,2082.8659912109374,32.575871397151374,-6.255252834882413,-7.836178548791976,,,,1.0199809185859277,-30.449951171875,-47.050048828125
2015-03-26,2059.93994140625,2067.14990234375,2045.5,2056.14990234375,3510670000,0.0,0.0,2084.243994140625,2081.885986328125,31.754657236256975,-8.087884676238446,-7.88651977428127,,,,-0.4743604181972616,-4.900146484375,-48.27001953125
2015-03-27,2055.780029296875,2062.830078125,2052.9599609375,2061.02001953125,3008550000,0.0,0.0,2074.827978515625,2082.647998046875,33.54767905242328,-9.043038341246756,-8.117823487674368,2080.282989501953,2126.4130196585,2034.1529593454059,0.37109757231421625,4.8701171875,-30.47998046875
2015-03-30,2064.110107421875,2088.969970703125,2064.110107421875,2086.239990234375,2917690000,0.0,0.0,2071.1919921875,2083.1530029296873,42.04007473302987,-7.6764740245084795,-8.02955359504119,2078.7254943847656,2121.5665746986274,2035.8844140709036,0.24265199094286594,25.219970703125,25.18994140625
2015-03-31,2084.050048828125,2084.050048828125,2067.0400390625,2067.889892578125,3376550000,0.0,0.0,2066.469970703125,2082.5139892578127,38.21345859629158,-7.982148244377186,-8.02007252490839,2076.730987548828,2117.5428392559,2035.919135841756,-0.3080652866776168,-18.35009765625,11.739990234375
2015-04-01,2067.6298828125,2067.6298828125,2048.3798828125,2059.68994140625,3543270000,0.0,0.0,2066.19794921875,2078.5329833984374,36.609819708726654,-8.784799099929842,-8.173017839912681,2074.788983154297,2114.92403359257,2034.653932716024,-1.8961685445939458,-8.199951171875,-1.330078125
2015-04-02,2060.030029296875,2072.169921875,2057.320068359375,2066.9599609375,3095960000,0.0,0.0,2068.3599609375,2076.3019775390626,39.0518970822786,-8.733600359195407,-8.285134343769228,2073.0849792480467,2111.378881102322,2034.7910773937715,-1.067839885949995,7.27001953125,-19.280029296875
2015-04-06,2064.8701171875,2086.989990234375,2056.52001953125,2080.6201171875,3302970000,0.0,0.0,2072.27998046875,2073.5539794921874,43.45949424205205,-7.504260102389708,-8.128959495493325,2073.5529846191407,2111.9815268513094,2035.124442386972,-1.3035424882955837,13.66015625,12.730224609375
2015-04-07,2080.7900390625,2089.81005859375,2076.10009765625,2076.330078125,3065510000,0.0,0.0,2070.297998046875,2070.7449951171875,42.421912760889356,-6.797808486204303,-7.862729293635521,2073.3979919433596,2111.7516629084885,2035.0443209782306,-1.3348022159461626,-4.2900390625,16.64013671875
2015-04-08,2076.93994140625,2086.68994140625,2073.300048828125,2081.89990234375,3265330000,0.0,0.0,2073.1,2069.7849853515627,44.281853598276214,-5.722536387854689,-7.434690712479355,2075.2849853515627,2111.219073513657,2039.3508971894682,-0.45900538638536936,5.56982421875,14.93994140625
2015-04-09,2081.2900390625,2093.31005859375,2074.2900390625,2091.179931640625,3172360000,0.0,0.0,2079.397998046875,2072.7979736328125,47.33439468488762,-4.074585410902728,-6.76266965216403,2077.831982421875,2110.3677361655905,2045.2962286781597,1.461870507687646,9.280029296875,10.559814453125
2015-04-10,2091.510009765625,2102.610107421875,2091.510009765625,2102.06005859375,3156200000,0.0,0.0,2086.418017578125,2077.3889892578127,50.74171853378447,-1.8690913510940845,-5.783953991950042,2079.637487792969,2113.382202953167,2045.8927726327704,2.2328214590613404,10.880126953125,25.72998046875
2015-04-13,2102.030029296875,2107.64990234375,2092.330078125,2092.429931640625,2908420000,0.0,0.0,2088.77998046875,2080.52998046875,47.794278515061805,-0.8880552338168854,-4.80477424032341,2081.5889892578125,2113.4039844841573,2049.7739940314677,1.523998399419657,-9.630126953125,10.530029296875
2015-04-14,2092.280029296875,2098.6201171875,2083.239990234375,2095.840087890625,3301270000,0.0,0.0,2092.681982421875,2081.489990234375,48.92566114496986,0.16271835076031493,-3.8112757221066653,2082.321496582031,2114.7661842808543,2049.876808883208,0.4601626706988604,3.41015625,4.66015625
2015-04-15,2097.820068359375,2111.909912109375,2097.820068359375,2106.6298828125,4013760000,0.0,0.0,2097.627978515625,2085.3639892578126,52.43783958974114,1.8448440492447844,-2.6800517678363756,2083.9389892578124,2117.8864134785554,2049.9915650370694,1.8734068179073304,10.789794921875,4.56982421875
2015-04-16,2105.9599609375,2111.300048828125,2100.02001953125,2104.989990234375,3434120000,0.0,0.0,2100.389990234375,2089.893994140625,51.85420012223965,3.010907293401033,-1.5418599555888939,2084.213488769531,2118.773958248761,2049.653019290301,2.199362531100024,-1.639892578125,12.56005859375
2015-04-17,2102.580078125,2102.580078125,2072.3701171875,2081.179931640625,3627600000,0.0,0.0,2096.21396484375,2091.3159912109377,44.1676132427348,1.9907993798519783,-0.8353280885007195,2083.808984375,2118.3095876645352,2049.3083810854646,0.6879654648305422,-23.81005859375,-14.66015625
2015-04-20,2084.110107421875,2103.93994140625,2084.110107421875,2100.39990234375,3000160000,0.0,0.0,2097.807958984375,2093.2939697265624,50.541020786611504,2.702099396781705,-0.1278425914442347,2083.423974609375,2116.9410431725782,2049.9069060461716,0.9506677837464839,19.219970703125,-6.22998046875
2015-04-21,2102.820068359375,2109.639892578125,2094.3798828125,2097.2900390625,3243410000,0.0,0.0,2098.09794921875,2095.3899658203127,49.555311239177485,2.980512317560624,0.49382839035673703,2083.06748046875,2115.78643404382,2050.34852689368,1.0094715266287357,-3.10986328125,-7.699951171875
2015-04-22,2098.27001953125,2109.97998046875,2091.050048828125,2107.9599609375,3348480000,0.0,0.0,2098.36396484375,2097.9959716796875,52.94613255721004,4.015838005435398,1.1982303133724694,2083.890478515625,2118.287537193474,2049.4934198377764,1.2517440710964278,10.669921875,26.780029296875
2015-04-23,2107.2099609375,2120.489990234375,2103.18994140625,2112.929931640625,3636670000,0.0,0.0,2099.951953125,2100.1709716796877,54.480960919506465,5.177690973615881,1.994122445421152,2086.48447265625,2121.4491986841313,2051.519746628369,1.0400826667715801,4.969970703125,12.530029296875
2015-04-24,2112.800048828125,2120.919921875,2112.800048828125,2117.68994140625,3375780000,0.0,0.0,2107.253955078125,2101.7339599609377,55.96254202704662,6.40868549154311,2.877035054645544,2089.561474609375,2124.115059594973,2055.0078896237774,0.7435507253278129,4.760009765625,20.39990234375
2015-04-27,2119.2900390625,2125.919921875,2107.0400390625,2108.919921875,3438750000,0.0,0.0,2108.957958984375,2103.382958984375,52.56763279889877,6.600503735385701,3.6217287907935756,2091.9564697265623,2124.7771256367405,2059.135813816384,0.7880784911849181,-8.77001953125,0.9599609375
2015-04-28,2108.35009765625,2116.0400390625,2094.889892578125,2114.760009765625,3546270000,0.0,0.0,2112.451953125,2105.274951171875,54.54512468381498,7.141445225564439,4.325672077747749,2093.382470703125,2127.605676536236,2059.159264870014,0.9027369017472253,5.840087890625,1.830078125
2015-04-29,2112.489990234375,2113.64990234375,2097.409912109375,2106.85009765625,4074970000,0.0,0.0,2112.22998046875,2105.29697265625,51.41836073840638,6.852885652443547,4.8311147926869085,2095.3304809570313,2127.836165287157,2062.8247966269055,0.010453418777855994,-7.909912109375,-10.83984375
2015-04-30,2105.52001953125,2105.52001953125,2077.590087890625,2085.510009765625,4509680000,0.0,0.0,2106.74599609375,2103.348974609375,44.077234040018865,4.846367458268105,4.834165325803148,2096.621484375,2124.949645884271,2068.293322865729,-0.9254191496930186,-21.340087890625,-23.409912109375
2015-05-01,2087.3798828125,2108.409912109375,2087.3798828125,2108.2900390625,3379390000,0.0,0.0,2104.866015625,2106.0599853515623,51.96174051655413,5.036290099524649,4.874590280547448,2098.68798828125,2123.7468365633654,2073.6291399991346,1.3026315990133375,22.780029296875,-6.469970703125
2015-05-04,2110.22998046875,2120.949951171875,2110.22998046875,2114.489990234375,3091580000,0.0,0.0,2105.980029296875,2107.468994140625,53.86810458475806,5.622279269781302,5.024128078394219,2100.381481933594,2124.870533414998,2075.8924304521897,0.6708288204975821,6.199951171875,7.639892578125
2015-05-05,2112.6298828125,2115.239990234375,2088.4599609375,2089.4599609375,3793950000,0.0,0.0,2100.92001953125,2106.685986328125,45.94158827663121,4.020618541658678,4.823426171047112,2101.037976074219,2123.426082438514,2078.6498697099237,-0.37334264594610644,-25.030029296875,3.949951171875
2015-05-06,2091.260009765625,2098.419921875,2067.929931640625,2080.14990234375,3792210000,0.0,0.0,2095.57998046875,2103.90498046875,43.38441504975108,1.9772543962872078,4.2541918160951315,2100.950476074219,2123.664822754615,2078.2361293938225,-1.3192878000102826,-9.31005859375,-28.14013671875
2015-05-07,2079.9599609375,2092.89990234375,2074.989990234375,2088.0,3676640000,0.0,0.0,2096.077978515625,2101.4119873046875,46.1082677330954,0.980013874386259,3.5993562277533573,2100.7914794921876,2123.8359126962805,2077.7470462880947,-1.1798749815270848,7.85009765625,-26.489990234375
2015-05-08,2092.1298828125,2117.659912109375,2092.1298828125,2116.10009765625,3399440000,0.0,0.0,2097.639990234375,2101.2530029296877,54.53963468549693,2.429135057732765,3.365311993749239,2101.4934814453127,2125.5344832432384,2077.452479647387,-0.07507443459566776,28.10009765625,26.64013671875
2015-05-11,2115.56005859375,2117.68994140625,2104.580078125,2105.330078125,2992670000,0.0,0.0,2095.8080078125,2100.8940185546876,51.23133484227706,2.677657104212358,3.227781015841863,2102.1384887695312,2125.84550414443,2078.4314733946326,-0.1702219089859236,-10.77001953125,25.18017578125
2015-05-12,2102.8701171875,2105.06005859375,2085.570068359375,2099.1201171875,3139520000,0.0,0.0,2097.7400390625,2099.330029296875,49.37169955694346,2.3464719991270613,3.0515192124989032,2102.302490234375,2125.871024249471,2078.733956219279,-0.7395587445337748,-6.2099609375,11.1201171875
2015-05-13,2099.6201171875,2110.18994140625,2096.0400390625,2098.47998046875,3374260000,0.0,0.0,2101.4060546875,2098.493017578125,49.17355040090949,2.009191030409056,2.843053576080934,2101.8949951171876,2125.430295538697,2078.359694695678,-0.3972810973505547,-0.64013671875,-17.6201171875
2015-05-14,2100.429931640625,2121.449951171875,2100.429931640625,2121.10009765625,3225740000,0.0,0.0,2108.02607421875,2102.0520263671874,55.9077126117107,3.526496588046939,2.979742178474135,2102.7005004882812,2127.7367034494005,2077.664297527162,1.7065412164876115,22.6201171875,15.77001953125
2015-05-15,2122.070068359375,2123.889892578125,2116.81005859375,2122.72998046875,3092080000,0.0,0.0,2109.35205078125,2103.4960205078123,56.35641709519599,4.805099895022067,3.3448137217837215,2104.7780029296873,2129.182831122204,2080.3731747371708,0.6849124711830967,1.6298828125,23.60986328125
2015-05-18,2121.300048828125,2131.780029296875,2120.010009765625,2129.199951171875,2888190000,0.0,0.0,2114.126025390625,2104.9670166015626,58.175928192128914,6.268218668599275,3.929494711146832,2106.2180053710936,2132.833675216756,2079.602335525431,0.6956741817382373,6.469970703125,30.719970703125
2015-05-19,2129.449951171875,2133.02001953125,2124.5,2127.830078125,3296030000,0.0,0.0,2119.868017578125,2108.8040283203127,57.628116337409324,7.233826482693075,4.590361065456081,2107.745007324219,2135.67578394805,2079.8142307003877,1.8363652764269434,-1.369873046875,6.72998046875
2015-05-20,2127.7900390625,2134.719970703125,2122.590087890625,2125.85009765625,3025880000,0.0,0.0,2125.342041015625,2113.3740478515624,56.79564666140043,7.74997289243629,5.222283430852123,2108.639514160156,2137.721447725909,2079.557580594403,2.19696644270726,-1.97998046875,3.1201171875
2015-05-21,2125.550048828125,2134.280029296875,2122.949951171875,2130.820068359375,3070460000,0.0,0.0,2127.28603515625,2117.6560546875,58.4193363073565,8.462507225191985,5.870328189720095,2109.5340209960937,2140.2274834835275,2078.84055850866,2.050769557441323,4.969970703125,1.6201171875
2015-05-22,2130.360107421875,2132.14990234375,2126.06005859375,2126.06005859375,2571860000,0.0,0.0,2127.95205078125,2118.65205078125,56.23934643736606,8.544605912285078,6.405183734233092,2109.952526855469,2141.334751040596,2078.570302670342,0.4706753214808401,-4.760009765625,-1.77001953125
2015-05-26,2125.340087890625,2125.340087890625,2099.179931640625,2104.199951171875,3342130000,0.0,0.0,2122.95205078125,2118.5390380859376,47.47717309920188,6.767727586042383,6.477692504594951,2109.7165283203126,2141.20226752531,2078.230789115315,-0.05367932396289632,-21.860107421875,-21.650146484375
2015-05-27,2105.1298828125,2126.219970703125,2105.1298828125,2123.47998046875,3127960000,0.0,0.0,2122.08203125,2120.9750244140623,54.247728785487716,6.83646938163065,6.549447880002091,2110.1525268554688,2142.169347890354,2078.1357058205836,1.1604797210885032,19.280029296875,-7.340087890625
2015-05-28,2122.27001953125,2122.27001953125,2112.860107421875,2120.7900390625,2980350000,0.0,0.0,2121.07001953125,2123.2060302734376,53.21699529899194,6.597836210363766,6.559125546074426,2110.8495239257813,2143.169143085936,2078.5299047656267,1.0631532729116877,-2.68994140625,-5.27001953125
2015-05-29,2120.659912109375,2120.659912109375,2104.889892578125,2107.389892578125,3927390000,0.0,0.0,2116.383984375,2121.835009765625,48.294205823519825,5.266726328590721,6.300645702577686,2111.9435180664063,2142.0576555933744,2081.8293805394383,-0.6463723750366301,-13.400146484375,3.18994140625
2015-06-01,2108.639892578125,2119.14990234375,2102.5400390625,2111.72998046875,3011710000,0.0,0.0,2113.51796875,2120.735009765625,49.91035890694248,4.510032135244728,5.942522989111095,2112.115515136719,2142.1810474386652,2082.0499828347724,-0.5182006237821613,4.340087890625,-11.75
2015-06-02,2110.409912109375,2117.590087890625,2099.139892578125,2109.60009765625,3049350000,0.0,0.0,2114.597998046875,2118.7750244140625,49.09928520610527,3.6958790000276167,5.4931941912944,2111.8710205078123,2141.9347799305615,2081.807261085063,-0.9205266750470065,-2.1298828125,-11.18994140625
2015-06-03,2110.639892578125,2121.919921875,2109.610107421875,2114.070068359375,3099980000,0.0,0.0,2112.716015625,2117.3990234375,50.90256085592976,3.372470314850034,5.0690494160055275,2113.101525878906,2141.25706416372,2084.9459875940925,-0.6466686370816821,4.469970703125,6.68017578125
2015-06-04,2112.35009765625,2112.889892578125,2093.22998046875,2095.840087890625,3200050000,0.0,0.0,2107.726025390625,2114.3980224609377,44.048669141710434,1.6264112755106908,4.38052178790656,2113.88603515625,2138.8716173070025,2088.900453005497,-1.4116710203937233,-18.22998046875,-15.889892578125
2015-06-05,2095.090087890625,2100.989990234375,2085.669921875,2092.830078125,3243690000,0.0,0.0,2104.8140625,2110.5990234375,43.018706808626305,-0.0002330388988411869,3.5043708225454804,2114.1275390625,2138.133796035757,2090.1212820892433,-1.7828811920109877,-3.010009765625,-16.77001953125
2015-06-08,2092.340087890625,2093.010009765625,2079.110107421875,2079.280029296875,2917150000,0.0,0.0,2098.324072265625,2105.9210205078125,38.63875516229571,-2.3555823878868978,2.3323801804590047,2112.2865356445313,2140.8673494284726,2083.70572186059,-2.2003155135615904,-13.550048828125,-34.7900390625
2015-06-09,2079.070068359375,2085.6201171875,2072.139892578125,2080.14990234375,3034580000,0.0,0.0,2092.434033203125,2103.516015625,39.06765860223485,-4.104705738620396,1.0449629966431249,2111.0275268554688,2142.9246235380415,2079.130430172896,-1.1429545378865202,0.869873046875,-15.690185546875
2015-06-10,2081.1201171875,2108.5,2081.1201171875,2105.199951171875,3414320000,0.0,0.0,2090.660009765625,2101.6880126953124,49.922950092581445,-3.4300297594459153,0.14996444542531684,2111.3315185546876,2142.864604617211,2079.798432492164,-0.860852443395288,25.050048828125,12.369873046875
2015-06-11,2106.239990234375,2115.02001953125,2106.239990234375,2108.860107421875,3128600000,0.0,0.0,2093.264013671875,2100.49501953125,51.28847945086973,-2.570370533489495,-0.3941025503576455,2111.8505249023438,2142.8298123597842,2080.8712374449033,-0.5625229947750388,3.66015625,29.580078125
2015-06-12,2107.429931640625,2107.429931640625,2091.330078125,2094.110107421875,2719400000,0.0,0.0,2093.52001953125,2099.167041015625,45.86117079144477,-3.0441945526572454,-0.9241209508175656,2110.501025390625,2142.1284519682004,2078.8735988130493,-0.630153214790452,-14.75,13.960205078125
2015-06-15,2091.340087890625,2091.340087890625,2072.489990234375,2084.429931640625,3061570000,0.0,0.0,2094.55,2096.4370361328124,42.66990976260623,-4.152940276120262,-1.5698848158781051,2108.5860229492187,2141.6989300578443,2075.473115840593,-1.292781230584461,-9.68017578125,-20.77001953125
2015-06-16,2084.260009765625,2097.39990234375,2082.10009765625,2096.2900390625,2919900000,0.0,0.0,2097.77802734375,2095.1060302734377,47.49095669233144,-4.028183310409531,-2.0615445147843907,2106.94052734375,2138.994137038981,2074.886917648519,-0.6309280421695762,11.860107421875,-12.570068359375
2015-06-17,2097.39990234375,2106.7900390625,2088.860107421875,2100.43994140625,3222240000,0.0,0.0,2096.826025390625,2093.743017578125,49.10374907762075,-3.5534876852325397,-2.3599331488740205,2105.5710205078126,2136.1743719068863,2074.967669108739,-0.6447339261419383,4.14990234375,6.329833984375
2015-06-18,2101.580078125,2126.64990234375,2101.580078125,2121.239990234375,3520360000,0.0,0.0,2099.302001953125,2096.2830078125,56.34179587312092,-1.4818164178477673,-2.18430980266877,2105.3405151367188,2135.364706410598,2075.3163238628395,1.2119198640442974,20.800048828125,36.81005859375
2015-06-19,2121.06005859375,2121.639892578125,2109.449951171875,2109.989990234375,4449810000,0.0,0.0,2102.477978515625,2097.9989990234376,52.03179595841225,-0.7392612491807995,-1.895300091971176,2104.2990112304688,2131.953315821113,2076.6447066398246,0.8199381444645937,-11.25,13.699951171875
2015-06-22,2112.5,2129.8701171875,2112.5,2122.85009765625,3030020000,0.0,0.0,2110.16201171875,2102.356005859375,56.16028429584279,0.8768148881208617,-1.3408770959527685,2104.1385131835937,2131.293805792204,2076.9832205749835,2.0954401401194866,12.860107421875,22.41015625
2015-06-23,2123.159912109375,2128.030029296875,2119.889892578125,2124.199951171875,3091190000,0.0,0.0,2115.743994140625,2106.7610107421874,56.58268756371159,2.240659835821589,-0.624569709597897,2105.1385131835937,2133.737941310606,2076.5390850565814,2.1176381941749867,1.349853515625,2.9599609375
2015-06-24,2123.64990234375,2125.10009765625,2108.580078125,2108.580078125,3102480000,0.0,0.0,2117.372021484375,2107.0990234375,50.517092317203655,2.037634981012161,-0.09212877147588544,2104.393518066406,2131.7295910768116,2077.0574450560007,0.1605608508228995,-15.619873046875,-1.409912109375
2015-06-25,2109.9599609375,2116.0400390625,2101.780029296875,2102.31005859375,3214610000,0.0,0.0,2113.58603515625,2106.4440185546873,48.27975734633674,1.3551765141414762,0.19733228564758687,2103.469519042969,2129.6989064786235,2077.240131607314,-0.31059664911261553,-6.27001953125,-20.5400390625
2015-06-26,2102.6201171875,2108.919921875,2095.3798828125,2101.489990234375,5025470000,0.0,0.0,2111.88603515625,2107.1820068359375,47.98044626615924,0.7396246665389299,0.3057907618258555,2103.174523925781,2129.3509190706304,2076.998128780932,0.352411403122721,-0.820068359375,-22.7099609375
2015-06-29,2098.6298828125,2098.6298828125,2056.639892578125,2057.639892578125,3678960000,0.0,0.0,2098.843994140625,2104.5030029296877,35.35784859676858,-3.249087558908286,-0.4051849023209728,2100.47001953125,2133.264875781034,2067.6751632814658,-1.2852453640124994,-43.85009765625,-50.940185546875
2015-06-30,2061.18994140625,2074.280029296875,2056.320068359375,2063.110107421875,4078540000,0.0,0.0,2086.626025390625,2101.185009765625,37.5645040351193,-5.900749941065897,-1.5042979100699576,2098.1455200195314,2134.6016250739544,2061.6894149651084,-1.5827929829530518,5.47021484375,-39.199951171875
2015-07-01,2067.0,2082.780029296875,2067.0,2077.419921875,3727260000,0.0,0.0,2080.393994140625,2098.8830078125,43.04206546899486,-6.769494529788517,-2.5573372340136697,2096.3130126953124,2133.0819171678204,2059.5441082228044,-1.0959618067364563,14.309814453125,-24.070068359375
2015-07-02,2078.030029296875,2085.06005859375,2071.02001953125,2076.780029296875,2996540000,0.0,0.0,2075.28798828125,2094.43701171875,42.86098334676026,-7.424035202059258,-3.5306768276227873,2095.360009765625,2133.154253513938,2057.565766017312,-2.095942050035915,-0.639892578125,19.14013671875
2015-07-06,2073.949951171875,2078.610107421875,2058.39990234375,2068.760009765625,3486360000,0.0,0.0,2068.7419921875,2090.314013671875,40.55789340968915,-8.492021216136436,-4.522945705325517,2094.1565063476564,2133.77870672695,2054.534305968363,-1.9540367802489023,-8.02001953125,5.64990234375
2015-07-07,2069.52001953125,2083.739990234375,2044.02001953125,2081.340087890625,4458660000,0.0,0.0,2073.48203125,2086.1630126953123,45.50444395240616,-8.228448228976504,-5.264046210055715,2094.2595092773436,2133.729292374672,2054.7897261800154,-1.9553905295270013,12.580078125,3.920166015625
2015-07-08,2077.659912109375,2077.659912109375,2044.6600341796875,2046.6800537109375,3608780000,0.0,0.0,2070.1960205078126,2078.411022949219,36.49376923359137,-10.693076698054028,-6.349852307655378,2092.586016845703,2137.0916403581796,2048.0803933332263,-3.6493691386336513,-34.6600341796875,-30.0999755859375
2015-07-09,2049.72998046875,2074.280029296875,2049.72998046875,2051.31005859375,3446810000,0.0,0.0,2064.9740478515623,2072.6840209960938,38.25273887841089,-12.132849876074943,-7.506451821339291,2089.891522216797,2137.592239092003,2042.190805341591,-2.7160466953750184,4.6300048828125,-17.449951171875
2015-07-10,2052.739990234375,2081.31005859375,2052.739990234375,2076.6201171875,3065070000,0.0,0.0,2064.9420654296873,2070.115026855469,46.90949613359319,-11.103575186121816,-8.225876494295797,2088.2795227050783,2135.4573597691165,2041.1016856410404,-1.221986324102653,25.31005859375,-4.719970703125
2015-07-13,2080.030029296875,2100.669921875,2080.030029296875,2099.60009765625,3096730000,0.0,0.0,2071.1100830078126,2069.9260375976564,53.30985015521525,-8.3374660875279,-8.248194412942219,2088.554022216797,2135.938134971004,2041.1699094625903,-0.0899310768505801,22.97998046875,52.9200439453125
2015-07-14,2099.719970703125,2111.97998046875,2098.179931640625,2108.949951171875,3002120000,0.0,0.0,2076.6320556640626,2075.0570434570313,55.65244234772256,-5.329415475274345,-7.6644386254086445,2089.7800231933593,2137.976728473002,2041.5833179137164,2.4936364608221684,9.349853515625,57.639892578125
2015-07-15,2109.010009765625,2114.139892578125,2102.489990234375,2107.39990234375,3261810000,0.0,0.0,2088.776025390625,2079.4860229492188,55.1583502053135,-3.035597204381702,-6.738670341203257,2090.335516357422,2139.1008832324405,2041.5701494824032,2.146748967132006,-1.550048828125,30.77978515625
2015-07-16,2110.550048828125,2124.419921875,2110.550048828125,2124.2900390625,3227080000,0.0,0.0,2103.372021484375,2084.1730346679688,59.38928933903763,0.14350889658135202,-5.362234493646335,2091.5280212402345,2142.4524412520495,2040.6036012284194,2.2561696214599136,16.89013671875,24.68994140625
2015-07-17,2126.800048828125,2128.909912109375,2119.8798828125,2126.639892578125,3362750000,0.0,0.0,2113.3759765625,2089.1590209960937,59.95538731367616,2.820078812866086,-3.7257718323438507,2091.798016357422,2143.4379500876325,2040.1580826272116,2.400825440243226,2.349853515625,17.68994140625
2015-07-20,2126.85009765625,2132.820068359375,2123.659912109375,2128.280029296875,3245870000,0.0,0.0,2119.111962890625,2095.1110229492188,60.370620663478505,5.015805991931302,-1.9774562674888203,2092.712518310547,2146.31928569071,2039.1057509303837,2.877086721044697,1.64013671875,20.880126953125
2015-07-21,2127.550048828125,2128.489990234375,2115.39990234375,2119.2099609375,3343690000,0.0,0.0,2121.16396484375,2098.8980102539062,56.859343114657705,5.955406664902057,-0.39088368101064486,2092.5305114746093,2145.729610031872,2039.3314129173466,1.8194947220401048,-9.070068359375,-5.080078125
2015-07-22,2118.2099609375,2118.510009765625,2110.0,2114.14990234375,3694070000,0.0,0.0,2122.51396484375,2105.6449951171876,54.93955061552948,6.220041758298976,0.9313014068512794,2092.028009033203,2144.146454886838,2039.9095631795678,3.29655084635625,-5.06005859375,-12.489990234375
2015-07-23,2114.159912109375,2116.8701171875,2098.6298828125,2102.14990234375,3772810000,0.0,0.0,2118.0859375,2110.7289794921876,50.57815189013125,5.399228321407463,1.824886789762516,2091.7065002441404,2143.473169598859,2039.939830889422,2.4784085437017156,-12.0,-26.130126953125
